route_id,agency_id,route_short_name,route_long_name,route_type
BR_TAGO_CGB52724,A1,527,농수산물도매시장_매곡(종점),0
BR_TAGO_CGB52725,A1,527,칠곡중학교앞_매곡(종점),0
BR_TAGO_CGB710,A1,7,문양역_금남_공단_삼부_왜관북부정류장_숭오리,0
BR_TAGO_CGB720,A1,7,숭오리_왜관북부정류장_삼부_공단_금남_문양역,0
BR_TAGO_CGB73030,A1,730,동명_삼정골_동명,0
BR_TAGO_CGB73031,A1,730,동명_협성고_동명,0
BR_TAGO_CGB910,A1,9,문양역_금남_공단_삼부_왜관북부정류장_성곡_팥재주차장,0
BR_TAGO_CGB920,A1,9,팥재주차장_성곡_왜관북부정류장_삼부_공단_금남_문양역,0
BR_TAGO_CHB272000006,A1,101,대원고.국민은행.터미널.충주역.용두동.왕답마을,0
BR_TAGO_CHB272000008,A1,101,월은마을.수현마을.두담.터미널.국민은행.럭키아파트,0
BR_TAGO_CHB272000010,A1,101,럭키아파트.충주고.국민은행.터미널.두담.탄용리,0
BR_TAGO_CHB272000017,A1,105,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000019,A1,105,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000020,A1,106,하검단.거리실,0
BR_TAGO_CHB272000021,A1,106,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000023,A1,110,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000026,A1,116,의료원⇒터미널,0
BR_TAGO_CHB272000028,A1,116,하종.대원고.국민은행.터미널,0
BR_TAGO_CHB272000031,A1,119,동막리⇒충주의료원,0
BR_TAGO_CHB272000033,A1,119,목행.터미널.연수지구.운동장,0
BR_TAGO_CHB272000034,A1,119,목행.터미널.연수지구.운동장,0
BR_TAGO_CHB272000037,A1,120,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000039,A1,120,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000042,A1,121,삼방마을.주덕.교통대.터미널.국민은행.회사,0
BR_TAGO_CHB272000043,A1,121,주덕,0
BR_TAGO_CHB272000044,A1,121,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000046,A1,121,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000048,A1,121,주덕.청양.묵동,0
BR_TAGO_CHB272000049,A1,121,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000050,A1,122,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000051,A1,122,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000053,A1,131,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000055,A1,131,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000057,A1,131,차고지.국민은행.터미널.교통대.주덕.음동,0
BR_TAGO_CHB272000058,A1,140,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000059,A1,140,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000060,A1,141,차고지.국민은행.공설시장.터미널,0
BR_TAGO_CHB272000061,A1,141,차고지.국민은행.공설시장.터미널,0
BR_TAGO_CHB272000064,A1,141,차고지.국민은행.공설시장.터미널,0
BR_TAGO_CHB272000065,A1,142,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000066,A1,142,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000067,A1,142,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000068,A1,142,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000069,A1,143,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000071,A1,143,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000074,A1,150,국민은행.터미널.교통대,0
BR_TAGO_CHB272000075,A1,151,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000078,A1,151,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000080,A1,152,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000081,A1,152,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000082,A1,152,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000083,A1,152,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000084,A1,152,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000085,A1,152,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000086,A1,154,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000087,A1,154,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000090,A1,154,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000094,A1,157,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000095,A1,157,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000097,A1,157,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000098,A1,157,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000100,A1,157,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000104,A1,159,터미널.충주역.주덕.용원,0
BR_TAGO_CHB272000105,A1,159,터미널.충주역.주덕.용원,0
BR_TAGO_CHB272000108,A1,159,터미널.충주역.주덕.용원,0
BR_TAGO_CHB272000110,A1,171,관말,0
BR_TAGO_CHB272000113,A1,172,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000124,A1,200,무학시장.국민은행.충주고,0
BR_TAGO_CHB272000125,A1,200,무학시장.국민은행.충주고,0
BR_TAGO_CHB272000128,A1,201,터미널.국민은행.충주고.건대후문,0
BR_TAGO_CHB272000129,A1,202-1,터미널.국민은행.충주고.살미,0
BR_TAGO_CHB272000133,A1,210,터미널.국민은행.충주고,0
BR_TAGO_CHB272000134,A1,210,터미널.국민은행.충주고,0
BR_TAGO_CHB272000136,A1,221,터미널.국민은행.충주고,0
BR_TAGO_CHB272000138,A1,222,터미널.국민은행.충주고,0
BR_TAGO_CHB272000139,A1,222,터미널.국민은행.충주고,0
BR_TAGO_CHB272000141,A1,223,터미널.국민은행.충주고,0
BR_TAGO_CHB272000144,A1,240,무학시장.국민은행.충주고,0
BR_TAGO_CHB272000146,A1,240,무학시장.국민은행.충주고,0
BR_TAGO_CHB272000149,A1,240,무학시장.국민은행.충주고,0
BR_TAGO_CHB272000153,A1,242,무학시장.국민은행.충주고.건대후문,0
BR_TAGO_CHB272000155,A1,243,무학시장.국민은행.충주고.건대후문,0
BR_TAGO_CHB272000162,A1,245,터미널.국민은행.충주고.살미,0
BR_TAGO_CHB272000163,A1,245,터미널.국민은행.충주고.살미,0
BR_TAGO_CHB272000165,A1,246,충주역.터미널.문산,0
BR_TAGO_CHB272000167,A1,246,충주역.터미널.문산,0
BR_TAGO_CHB272000171,A1,301,건대병원.시청.여성회관.도매시장,0
BR_TAGO_CHB272000173,A1,301,건대병원.시청.여성회관.도매시장,0
BR_TAGO_CHB272000175,A1,301,건대병원.시청.여성회관.도매시장,0
BR_TAGO_CHB272000178,A1,301,건대병원.시청.여성회관,0
BR_TAGO_CHB272000179,A1,301,건대병원.시청.여성회관.도매시장,0
BR_TAGO_CHB272000181,A1,310,공설시장.운동장.두진A,0
BR_TAGO_CHB272000182,A1,312,공설시장.운동장.두진A,0
BR_TAGO_CHB272000183,A1,312,공설시장.운동장.두진A,0
BR_TAGO_CHB272000184,A1,312,공설시장.운동장.두진A,0
BR_TAGO_CHB272000186,A1,313,공설시장.운동장.두진A,0
BR_TAGO_CHB272000187,A1,313,공설시장.운동장.두진A,0
BR_TAGO_CHB272000190,A1,315,공설시장.운동장.두진A,0
BR_TAGO_CHB272000191,A1,315,공설시장.운동장.두진A,0
BR_TAGO_CHB272000192,A1,316,공설시장.운동장.두진A,0
BR_TAGO_CHB272000195,A1,316,공설시장.운동장.두진A,0
BR_TAGO_CHB272000197,A1,316,공설시장.운동장.두진A,0
BR_TAGO_CHB272000198,A1,316,공설시장.운동장.두진A,0
BR_TAGO_CHB272000199,A1,316,공설시장.운동장.두진A,0
BR_TAGO_CHB272000200,A1,317,공설시장.운동장.두진A,0
BR_TAGO_CHB272000203,A1,317,공설시장.운동장.두진A,0
BR_TAGO_CHB272000204,A1,320,연수지구.세원A.터미널,0
BR_TAGO_CHB272000205,A1,320,연수지구.세원A.터미널,0
BR_TAGO_CHB272000206,A1,320,연수지구.세원A.터미널,0
BR_TAGO_CHB272000207,A1,320,연수지구.세원A.터미널,0
BR_TAGO_CHB272000208,A1,324-1,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000209,A1,324-1,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000210,A1,324-1,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000211,A1,324-1,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000212,A1,324-1,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000213,A1,324,공설시장.운동장.연수지구.터미널,0
BR_TAGO_CHB272000216,A1,324,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000217,A1,324,공설시장.운동장.연수지구.터미널,0
BR_TAGO_CHB272000218,A1,325,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000219,A1,325,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000220,A1,325,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000221,A1,325,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000222,A1,331,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000223,A1,331,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000225,A1,331,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000226,A1,332,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000228,A1,332,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000230,A1,332,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000231,A1,333,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000233,A1,333,공설시장.운동장.세원A,0
BR_TAGO_CHB272000234,A1,333,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000236,A1,334,차고지.공설시장.운동장.세원A,0
BR_TAGO_CHB272000237,A1,334,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000240,A1,334,차고지.공설시장.운동장.세원A,0
BR_TAGO_CHB272000241,A1,334,차고지.공설시장.운동장.세원A,0
BR_TAGO_CHB272000242,A1,334,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000243,A1,336,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000244,A1,336,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000249,A1,340,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000251,A1,341,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000253,A1,341,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000254,A1,341,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000255,A1,341,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000259,A1,343,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000260,A1,343,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000265,A1,345,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000266,A1,345,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000267,A1,345,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000268,A1,353,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000269,A1,353,공설시장.운동장.연수지구,0
BR_TAGO_CHB272000270,A1,354,공설시장.연수지구.터미널,0
BR_TAGO_CHB272000271,A1,354,공설시장.연수지구.터미널,0
BR_TAGO_CHB272000272,A1,354,공설시장.연수지구.터미널,0
BR_TAGO_CHB272000273,A1,356,공설시장.운동장.세원A,0
BR_TAGO_CHB272000274,A1,356,공설시장.운동장.세원A,0
BR_TAGO_CHB272000275,A1,356,공설시장.운동장.세원A,0
BR_TAGO_CHB272000277,A1,360,공설시장.운동장.법원,0
BR_TAGO_CHB272000278,A1,360,공설시장.운동장.법원,0
BR_TAGO_CHB272000279,A1,361,공설시장.운동장.법원,0
BR_TAGO_CHB272000280,A1,361,공설시장.운동장.법원,0
BR_TAGO_CHB272000281,A1,362,후곡<->앙성,0
BR_TAGO_CHB272000283,A1,362,후곡<->앙성,0
BR_TAGO_CHB272000285,A1,363,단암<->앙성,0
BR_TAGO_CHB272000286,A1,363,단암<->앙성,0
BR_TAGO_CHB272000287,A1,363,단암,0
BR_TAGO_CHB272000289,A1,363,,0
BR_TAGO_CHB272000290,A1,363,단암<->앙성,0
BR_TAGO_CHB272000292,A1,363,단암,0
BR_TAGO_CHB272000293,A1,364,공설시장.운동장.법원.터미널,0
BR_TAGO_CHB272000294,A1,364,공설시장.운동장.법원.터미널,0
BR_TAGO_CHB272000295,A1,364,상대촌직행,0
BR_TAGO_CHB272000296,A1,365,감곡<->앙성,0
BR_TAGO_CHB272000297,A1,365,공설시장.운동장.법원.터미널,0
BR_TAGO_CHB272000298,A1,365,감곡<->앙성,0
BR_TAGO_CHB272000299,A1,365,공설시장.운동장.법원,0
BR_TAGO_CHB272000307,A1,400,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000308,A1,404,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000309,A1,404,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000310,A1,404,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000311,A1,404,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000312,A1,404,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000313,A1,404,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000315,A1,404,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000317,A1,411,예성여고.충주농고.국민은행,0
BR_TAGO_CHB272000319,A1,411,예성여고.충주농고.국민은행,0
BR_TAGO_CHB272000320,A1,411,예성여고.충주농고.국민은행,0
BR_TAGO_CHB272000321,A1,412,예성여고.충주공고.국민은행,0
BR_TAGO_CHB272000327,A1,413,예성여고.충주농고.국민은행,0
BR_TAGO_CHB272000328,A1,413,예성여고.충주농고.국민은행,0
BR_TAGO_CHB272000329,A1,511,교통대.터미널.국민은행.동촌사거리,0
BR_TAGO_CHB272000330,A1,511,교통대.터미널.국민은행.동촌사거리,0
BR_TAGO_CHB272000334,A1,514,터미널.공설시장.국민은행.대원고,0
BR_TAGO_CHB272000338,A1,515,터미널.공설시장.국민은행,0
BR_TAGO_CHB272000339,A1,515,종민동,0
BR_TAGO_CHB272000340,A1,550,도매시장.시청.건대병원.미덕.,0
BR_TAGO_CHB272000342,A1,550,도매시장.시청.건대병원.지곡교,0
BR_TAGO_CHB272000343,A1,551,도매시장.시청.건대병원.지곡교,0
BR_TAGO_CHB272000351,A1,610,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000352,A1,610,내사.살미.터미널.단월,0
BR_TAGO_CHB272000354,A1,610,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000356,A1,610,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000359,A1,612,살미.국민은행.공설시장,0
BR_TAGO_CHB272000360,A1,612,살미.국민은행.공설시장.터미널,0
BR_TAGO_CHB272000364,A1,613,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000369,A1,614,국민은행.공설시장.터미널,0
BR_TAGO_CHB272000373,A1,777,순환노선 미덕중 경유,0
BR_TAGO_CHB272000375,A1,777,순환노선,0
BR_TAGO_CHB272000376,A1,888,순환노선 미덕중 경유,0
BR_TAGO_CHB272000377,A1,888,순환노선,0
BR_TAGO_CHB272000378,A1,999,시외터미널,0
BR_TAGO_CHB272000379,A1,999,터미널.충주역.교통대,0
BR_TAGO_CHB272000381,A1,999,한국교통대,0
BR_TAGO_CHB272000382,A1,999,한국교통대,0
BR_TAGO_CHB272000406,A1,201,살미면사무소에서 인계 후 차고,0
BR_TAGO_CHB272000408,A1,221,터미널.국민은행.충주고,0
BR_TAGO_CHB272000409,A1,222,터미널.국민은행.충주고,0
BR_TAGO_CHB272000415,A1,159,수월,0
BR_TAGO_CHB272000416,A1,159,수월,0
BR_TAGO_CHB272000417,A1,172,국민은행.공설시장.터미널.충주역,0
BR_TAGO_CHB272000420,A1,210,터미널.국민은행.충주고.건대후문,0
BR_TAGO_CHB272000421,A1,356,공설시장.운동장.세원A,0
BR_TAGO_CHB272000424,A1,247,차고지.무학시장.국민은행.충주고,0
BR_TAGO_CHB272000430,A1,341,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000433,A1,119,목행.터미널.연수지구.운동장,0
BR_TAGO_CHB272000434,A1,106,하검단. 교통대. 국미은행 차고,0
BR_TAGO_CHB272000436,A1,341,341 동막 탄방 산척 시내 차고,0
BR_TAGO_CHB272000438,A1,336,공설시장.운동장.세원A.터미널,0
BR_TAGO_CHB272000445,A1,119,회사.호암사거리.충주여고.대원고.충주의료원,0
BR_TAGO_CHB272000446,A1,119,의료원.대원고.충주여고.호암사거리.회사,0
BR_TAGO_CHB272000457,A1,111,교통대.코아루퍼스트A.미진이지비아,0
BR_TAGO_CHB272000458,A1,111,교통대.코아루퍼스트A.미진이지비아,0
BR_TAGO_CHB272000459,A1,111,기업도시.코아루퍼스트A.교통대,0
BR_TAGO_CHB272000461,A1,112,교통대.코아루퍼스트A.미진이지비아,0
BR_TAGO_CHB272000463,A1,112,교통대.코아루퍼스트A.미진이지비아,0
BR_TAGO_CHB272000464,A1,112,신우희가로.코아루퍼스트A.교통대,0
BR_TAGO_CHB272000466,A1,112,유한킴벌리.교통대,0
BR_TAGO_CHB272000468,A1,112-1,갈동.법현마을.e편한세상A,0
BR_TAGO_CHB272000469,A1,112-1,중앙탑면사무소.법현마을.코아루더테라스A,0
BR_TAGO_CHB272000470,A1,112-1,갈동사거리.중앙탑면사무소.탄금대,0
BR_TAGO_CHB272000471,A1,111,터미널.차고지.,0
BR_TAGO_CHB272000472,A1,111,교통대.코아루퍼스트A.미진이지비아,0
BR_TAGO_CHB272000475,A1,112-1,중앙탑면사무소.법현마을.코아루더테라스A,0
BR_TAGO_CHB272000476,A1,112-1,갈동사거리.중앙탑면사무소.탄금대.차고지.,0
BR_TAGO_CHB272000477,A1,553,목행. 세원A. 국민은행,0
BR_TAGO_CHB272000478,A1,320,국민은행. 터미널. 대미.,0
BR_TAGO_CHB272000479,A1,119,영덕. 대미. 터미널. 의료원.,0
BR_TAGO_CHB272000480,A1,332,충주의료원.연수주민센터.터미널.방대,0
BR_TAGO_CHB272000482,A1,354,의료원.공설시장.연수지구.터미널.외촌.구룡.,0
BR_TAGO_CHB272000489,A1,336,공설시장.운동장.세원A.터미넣,0
BR_TAGO_CHB272000491,A1,777,순환노선 럭키아파트 경유,0
BR_TAGO_CHB272000493,A1,515,터미널.종민동.의료원경,0
BR_TAGO_CHB272000494,A1,116,하종.요각골.의료원.국민은행.터미널,0
BR_TAGO_CHB272000495,A1,515,종민동.요각골경,0
BR_TAGO_CHB272000496,A1,612,의료원경유.터미널.상,0
BR_TAGO_CHB272000497,A1,315,미라실직행,0
BR_TAGO_CHB272000498,A1,552,모천.터미널.미덕,0
BR_TAGO_CHB272000499,A1,315,미덕학원.터미널.미라,0
BR_TAGO_CHB272000500,A1,316,하천직행,0
BR_TAGO_CHB272000501,A1,316,모천.운교.터미널.회사.,0
BR_TAGO_CHB272000502,A1,317,터미널.운교.회사.,0
BR_TAGO_CHB272000503,A1,312,목행.터미널.회사.,0
BR_TAGO_CHB272000504,A1,310,동량.회사 직접운,0
BR_TAGO_CHB272000505,A1,317,1로터리.터미널.금잠.,0
BR_TAGO_CHB272000506,A1,360,하남.터미널.회,0
BR_TAGO_CHB272000507,A1,360,터미널.목행.앙,0
BR_TAGO_CHB272000509,A1,362,후곡직행,0
BR_TAGO_CHB272000511,A1,360,앙성.목행.회사,0
BR_TAGO_CHB272000512,A1,412,회사.미덕중.터미널.하남,0
BR_TAGO_CHB272000513,A1,119,노은.터미널.의료,0
BR_TAGO_CHB272000515,A1,411,삼원초.터미널.탄금대.중앙탑면사무소.노은,0
BR_TAGO_CHB272000516,A1,404,삼원4.터미널.내동.,0
BR_TAGO_CHB272000517,A1,411,터미널.하방.탄금대.노,0
BR_TAGO_CHB272000518,A1,412,터미널.탄금대.하남.우성경,0
BR_TAGO_CHB272000519,A1,400,중앙탑.충주역.회,0
BR_TAGO_CHB272000520,A1,550,시청.국민은행.발티.회,0
BR_TAGO_CHB272000521,A1,551,공단.국민은행.충주여고.도장골.회,0
BR_TAGO_CHB272000522,A1,301,건대병원.시청.여성회관.도매시장,0
BR_TAGO_CHB272000523,A1,301,시청.건대병원.이마트.회,0
BR_TAGO_CHB272000524,A1,301,석종경유.국민은행.시청.선착,0
BR_TAGO_CHB272000525,A1,310,체육관.임광4.터미널.동,0
BR_TAGO_CHB272000526,A1,310,목행.터미널.6단지.종합운동장.1로터리.회,0
BR_TAGO_CHB272000527,A1,111,유한킴벌리.메디컬타워.,0
BR_TAGO_CHB272000528,A1,111,코아루.교통대.터미,0
BR_TAGO_CHB272000529,A1,111,교통대.충주역.회사.,0
BR_TAGO_CHB272000530,A1,112,회사.GS자이아파트 직접운행.,0
BR_TAGO_CHB272000531,A1,112,교통대.터미널.회사.,0
BR_TAGO_CHB272000532,A1,324,대미.터미널.연수주민센터.회사.,0
BR_TAGO_CHB272000533,A1,332,연수지구.터미널.대미,0
BR_TAGO_CHB272000534,A1,320,마흘직행,0
BR_TAGO_CHB272000535,A1,346,연수주민센터.터미널.대미.주,0
BR_TAGO_CHB272000536,A1,346,유봉리.엄정.대미.터미널.연수주민센터.,0
BR_TAGO_CHB272000537,A1,346,연수주민센터.터미널.대미.유봉리.상주동.,0
BR_TAGO_CHB272000538,A1,346,산약.엄정.대미.터미널.연수주민센터.,0
BR_TAGO_CHB272000539,A1,344,연수주민센터.터미널.대미.원곡리.유봉리.주동,0
BR_TAGO_CHB272000540,A1,344,엄정.대미.터미널.연수주민센,0
BR_TAGO_CHB272000541,A1,344,연수주민센터.터미널.대미.주,0
BR_TAGO_CHB272000542,A1,552,유봉리.엄정.대미.터미널.미덕학원,0
BR_TAGO_CHB272000543,A1,356,소태.세포덕은,0
BR_TAGO_CHB272000544,A1,119,엄정.대미.터미널.의료원,0
BR_TAGO_CHB272000545,A1,340,회사직,0
BR_TAGO_CHB272000546,A1,223,살미.회사.,0
BR_TAGO_CHB272000547,A1,245,살미.수안보.미륵,0
BR_TAGO_CHB272000548,A1,245,화천리.수안보.살미.터미널.회사.,0
BR_TAGO_CHB272000549,A1,223,덕산직,0
BR_TAGO_CHB272000550,A1,610,수안보.살미.터미널.단월.,0
BR_TAGO_CHB272000551,A1,610,수안보.살미.터미널.단월,0
BR_TAGO_CHB272000552,A1,243,터미널.살미.화천리.대,0
BR_TAGO_CHB272000553,A1,247,고운리직행.,0
BR_TAGO_CHB272000554,A1,201,터미널.살미.조곡,0
BR_TAGO_CHB272000555,A1,247,터미널.살미.고운리.,0
BR_TAGO_CHB272000556,A1,610,살미.터미널.단월,0
BR_TAGO_CHB272000557,A1,247,살미면사무소에서 인,0
BR_TAGO_CHB272000558,A1,247,홈실.,0
BR_TAGO_CHB272000559,A1,210,재오개직행.,0
BR_TAGO_CHB272000560,A1,610,살미.터미널.단월.,0
BR_TAGO_CHB272000561,A1,610,살미.터미널.단월.,0
BR_TAGO_CHB272000562,A1,362,앙성온천.,0
BR_TAGO_CHB272000563,A1,242,터미널.살미.조령.,0
BR_TAGO_CHB272000564,A1,610,석문동.수안보.살미.터미널.단월,0
BR_TAGO_CHB272000565,A1,242,터미널.살미.조령.,0
BR_TAGO_CHB272000566,A1,240,터미널.살미.수안보.,0
BR_TAGO_CHB272000567,A1,240,살미.터미널.회사.,0
BR_TAGO_CHB272000568,A1,242,수안보.살미.터미널.회사.,0
BR_TAGO_CHB272000569,A1,240-1,싯계.문강.수안보.,0
BR_TAGO_CHB272000570,A1,610,수안보.문강.토계.건대후문.국민은행.터미널.단월,0
BR_TAGO_CHB272000571,A1,202,터미널.홈실.문강.,0
BR_TAGO_CHB272000572,A1,610,홈실.터미널.단월.,0
BR_TAGO_CHB272000573,A1,202-1,터미널.싯계.문강.,0
BR_TAGO_CHB272000574,A1,614,터미넣.단월.용관.,0
BR_TAGO_CHB272000575,A1,202,터미널.홈실.문강.,0
BR_TAGO_CHB272000576,A1,614,홈실.터미널.단월.용관.,0
BR_TAGO_CHB272000577,A1,202-1,단월.터미널.싯계.문강.,0
BR_TAGO_CHB272000578,A1,202-1,싯계.회사.,0
BR_TAGO_CHB272000579,A1,240-2,터미널.홈실.수안보.,0
BR_TAGO_CHB272000580,A1,240-2,홈실.터미널.회사.,0
BR_TAGO_CHB272000581,A1,614,용관직행.,0
BR_TAGO_CHB272000582,A1,240,모시래.터미널.살미.수안보.,0
BR_TAGO_CHB272000583,A1,614,수안보.살미.터미널.용관.,0
BR_TAGO_CHB272000585,A1,244,터미널.살미.수안보.석문동.,0
BR_TAGO_CHB272000586,A1,610,수안보.살미.터미널.단월.,0
BR_TAGO_CHB272000587,A1,240,터미널.살미.수안보.,0
BR_TAGO_CHB272000588,A1,613,단월.터미널.국민은행.회사.,0
BR_TAGO_CHB272000590,A1,612,홈실.수안보.살미.터미널.상풍,0
BR_TAGO_CHB272000591,A1,200,단월.터미널.홈실.장연.,0
BR_TAGO_CHB272000592,A1,200,터미널.홈실.장연.,0
BR_TAGO_CHB272000593,A1,610,홈실.터미널.송림.단월.,0
BR_TAGO_CHB272000594,A1,610,회사.,0
BR_TAGO_CHB272000595,A1,222,공이동.내사.터미널.회사.,0
BR_TAGO_CHB272000596,A1,222,내사.살미.회사.,0
BR_TAGO_CHB272000597,A1,157,회문..용원.주덕.교통대.터미널.회사.,0
BR_TAGO_CHB272000598,A1,552,주덕.교통대.미덕중,0
BR_TAGO_CHB272000599,A1,143,터미널.교통대.주덕.법동.,0
BR_TAGO_CHB272000600,A1,102,충주고.국민은행.터미널.용두동.교통대.금곡리,0
BR_TAGO_CHB272000601,A1,102,금곡리⇒교통대,0
BR_TAGO_CHB272000602,A1,552,마제.주덕.교통대.터미널.남부소방서.,0
BR_TAGO_CHB272000603,A1,151,주덕.마제.용원.,0
BR_TAGO_CHB272000604,A1,151,터미널.교통대정문.주덕.마제.용원.,0
BR_TAGO_CHB272000605,A1,159,수월.,0
BR_TAGO_CHB272000606,A1,552,광벌.주덕.교통대.터미널.미덕학원.남부소방서.,0
BR_TAGO_CHB272000607,A1,159,터미널.교통대.주덕.수월.,0
BR_TAGO_CHB272000608,A1,100,차고지⇒수주,0
BR_TAGO_CHB272000609,A1,514,용관.터미널.직동.,0
BR_TAGO_CHB272000610,A1,101,용두동.충주역.터미널.국민은행.럭키아파트,0
BR_TAGO_CHB272000611,A1,101,충주고.국민은행.터미널.용두동.월은마을,0
BR_TAGO_CHB272000612,A1,514,용관->남벌,0
BR_TAGO_CHB272000613,A1,514,회사.,0
BR_TAGO_CHB272000614,A1,171,터미널.주덕.관말.,0
BR_TAGO_CHB272000615,A1,142,터미널.교통대.주덕..대덕.,0
BR_TAGO_CHB272000616,A1,159,주덕.교통대.터미널.회사.,0
BR_TAGO_CHB272000617,A1,121,터미널.교통대.주덕..묵동.삼방.,0
BR_TAGO_CHB272000618,A1,121,삼방->주덕종점,0
BR_TAGO_CHB272000619,A1,552,주덕.교통대.터미널.미덕학원.,0
BR_TAGO_CHB272000620,A1,552,회사.,0
BR_TAGO_CHB272000621,A1,105,가정리.,0
BR_TAGO_CHB272000622,A1,105,교통대.터미널.회사.,0
BR_TAGO_CHB272000623,A1,105,터미널.교통대.가정리.,0
BR_TAGO_CHB272000624,A1,105,교통대.,0
BR_TAGO_CHB272000625,A1,111,터미널.교통대.이편한세상APT.,0
BR_TAGO_CHB272000626,A1,111,교통대.터미널.회사.,0
